SMILES,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
COCCCCOCCNOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25254,0.00,0.00,0.00
CCC=CCOCCCCCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26358,0.00,0.00,0.00
CCCCCCC=CC1CCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25281,0.00,0.00,0.00
OOCCc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22292,0.00,0.00,0.00
CCCCCCOCCCCCCOON,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23277,0.00,0.00,0.00
CCCCCOc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21878,0.00,0.00,0.00
C=C(O)CCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22923,0.00,0.00,0.00
C=CCOCCCOCCCCNCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23371,0.00,0.00,0.00
CC(N)Cc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22192,0.00,0.00,0.00
CCCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23944,0.00,0.00,0.00
CC#CCCCCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24082,0.00,0.00,0.00
CCCCC#CCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24035,0.00,0.00,0.00
CCc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22283,0.00,0.00,0.00
CCCCCCCCNC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22390,0.00,0.00,0.00
C=CCN(CC)CCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20874,0.00,0.00,0.00
CCCCC=COC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25068,0.00,0.00,0.00
CCCc1ccc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21450,0.00,0.00,0.00
CCCc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23907,0.00,0.00,0.00
CCCCCCCF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32892,0.00,0.00,0.00
CCC=CCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26275,0.00,0.00,0.00
COCCCCNCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23461,0.00,0.00,0.00
CCCCCNCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23050,0.00,0.00,0.00
CCCCNCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23626,0.00,0.00,0.00
C=CCOCCCCNCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23532,0.00,0.00,0.00
CCOCCNCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24524,0.00,0.00,0.00
CCCNCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23633,0.00,0.00,0.00
C=C(C)CCCCNN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20780,0.00,0.00,0.00
CCCCCCCN(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23256,0.00,0.00,0.00
CNCC1=CCCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23086,0.00,0.00,0.00
NCCCCNC(O)O,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23764,0.00,0.00,0.00
OCCCCCc1ncc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23044,0.00,0.00,0.00
CCC#CCOCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22964,0.00,0.00,0.00
CCCCCOC(=O)OC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26227,0.00,0.00,0.00
CCNCC1=CCCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23412,0.00,0.00,0.00
NOCCC=CCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25914,0.00,0.00,0.00
C#CCCNCCOCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24169,0.00,0.00,0.00
COCC(=O)NC1CCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21003,0.00,0.00,0.00
CCC#CCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24066,0.00,0.00,0.00
N#COCCCCCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26745,0.00,0.00,0.00
C=C(CCC)CCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25235,0.00,0.00,0.00
COC=CCCCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24861,0.00,0.00,0.00
C=CCCOCCCCC=CC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26252,0.00,0.00,0.00
CN(C)CCCCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21783,0.00,0.00,0.00
NCNCC1CCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24141,0.00,0.00,0.00
CNCCCCC=CCNO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22384,0.00,0.00,0.00
CC(C)CCNCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23956,0.00,0.00,0.00
CN(C)NCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23552,0.00,0.00,0.00
CN(C)Cc1ncc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23399,0.00,0.00,0.00
NCCCc1ccoc1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22698,0.00,0.00,0.00
C=CCCC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27263,0.00,0.00,0.00
OCCNCC1=CCCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24472,0.00,0.00,0.00
NCc1cc[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22484,0.00,0.00,0.00
NCCCCCCOO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22294,0.00,0.00,0.00
CCCC#CCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24016,0.00,0.00,0.00
CN(C)Cc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22987,0.00,0.00,0.00
CONCCCCC=CCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24854,0.00,0.00,0.00
CCCCNCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24049,0.00,0.00,0.00
CC=CCOCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26735,0.00,0.00,0.00
CCCNCCOO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22219,0.00,0.00,0.00
C=C(CCCN)COC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24074,0.00,0.00,0.00
CCCNCOCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25505,0.00,0.00,0.00
CCCCc1ncc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22737,0.00,0.00,0.00
CCCCC#CCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22916,0.00,0.00,0.00
NCCCNCCOCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23573,0.00,0.00,0.00
NCCCCCCCNCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23812,0.00,0.00,0.00
CCCCNCC#N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24033,0.00,0.00,0.00
C#CCCCCNOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24176,0.00,0.00,0.00
NCCCCc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22164,0.00,0.00,0.00
NCCCNCC1CCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22963,0.00,0.00,0.00
C=CCCCCC=CCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25689,0.00,0.00,0.00
CC(C)CC=CCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23319,0.00,0.00,0.00
OCC=CCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24990,0.00,0.00,0.00
N#CCCc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22182,0.00,0.00,0.00
OCCCCc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23924,0.00,0.00,0.00
CC(C)CCCC=CCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26489,0.00,0.00,0.00
NNCCCn1cccn1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23072,0.00,0.00,0.00
CCCCCC=CCNO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24207,0.00,0.00,0.00
CCNCCCCc1ncc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22753,0.00,0.00,0.00
CCCOCc1cc[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22737,0.00,0.00,0.00
NCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23900,0.00,0.00,0.00
CCCCCCNCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23427,0.00,0.00,0.00
CCCCCNCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23180,0.00,0.00,0.00
CCNCCCc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23380,0.00,0.00,0.00
C=C(CCO)C1CCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25397,0.00,0.00,0.00
N#CCCCCCCNO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24992,0.00,0.00,0.00
CCCCCCNN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20796,0.00,0.00,0.00
COCCC=CCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25302,0.00,0.00,0.00
C=C(C)CCCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26114,0.00,0.00,0.00
CCCCCNOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25428,0.00,0.00,0.00
CC=CCOCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26005,0.00,0.00,0.00
CCNCCC=CCCC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23446,0.00,0.00,0.00
CC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35509,0.00,0.00,0.00
NCCCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23847,0.00,0.00,0.00
c1coc(Cc2ccco2)c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21836,0.00,0.00,0.00
N#CCCCCCNCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23434,0.00,0.00,0.00
C#CCCCNCCOCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23522,0.00,0.00,0.00
C=CCCOCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27232,0.00,0.00,0.00
CNCNCCCCON,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23937,0.00,0.00,0.00
c1cc(CCC2CC2)co1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22852,0.00,0.00,0.00
CCCCOCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26435,0.00,0.00,0.00
CC(O)c1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22412,0.00,0.00,0.00
C=CCCC=CCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25345,0.00,0.00,0.00
CCCCC#CCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23854,0.00,0.00,0.00
CCCCCCC#CCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23980,0.00,0.00,0.00
CC(C)C=CCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26358,0.00,0.00,0.00
COC=CCCOCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24452,0.00,0.00,0.00
CCCOCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23510,0.00,0.00,0.00
CC(CO)CCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23805,0.00,0.00,0.00
CCCCCCN(C)OCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25052,0.00,0.00,0.00
c1n[nH]cc1CCCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23871,0.00,0.00,0.00
CCC=CCCCCNC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22597,0.00,0.00,0.00
C=CCCOCOCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27253,0.00,0.00,0.00
COC(=O)OCCCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26219,0.00,0.00,0.00
C1=C(Cc2cn[nH]c2)CCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23590,0.00,0.00,0.00
COCCCOC(=O)NC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26228,0.00,0.00,0.00
CCCCCC=CCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24807,0.00,0.00,0.00
C=CC(O)CCCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25378,0.00,0.00,0.00
CNCCOCCCNO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24195,0.00,0.00,0.00
CCCCc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23893,0.00,0.00,0.00
C=CCC=CCCC=CCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24515,0.00,0.00,0.00
Cc1ccc(CO)o1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21642,0.00,0.00,0.00
CCCCC=CCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23792,0.00,0.00,0.00
CCNCC=CCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23365,0.00,0.00,0.00
CCC=CCCCOCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26288,0.00,0.00,0.00
CCCCC=CCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26025,0.00,0.00,0.00
c1c[nH]c(-c2cn[nH]c2)n1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19548,0.00,0.00,0.00
OCC=CCCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24945,0.00,0.00,0.00
CCCCCCCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27698,0.00,0.00,0.00
CC=CCCCC#N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26254,0.00,0.00,0.00
COOCc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18987,0.00,0.00,0.00
C=CC(O)CCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26063,0.00,0.00,0.00
CCOC(=O)OC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26210,0.00,0.00,0.00
N#CCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23887,0.00,0.00,0.00
CCC=CCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23457,0.00,0.00,0.00
C=CCOCCCCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26942,0.00,0.00,0.00
CCCC=CNCCCCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20382,0.00,0.00,0.00
OCCNCNCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24560,0.00,0.00,0.00
CCCCOc1ccoc1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21189,0.00,0.00,0.00
C(=CC1CC1)CCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24761,0.00,0.00,0.00
C=CCN(CCC)C(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21243,0.00,0.00,0.00
CCCCNCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22599,0.00,0.00,0.00
NCCOc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21938,0.00,0.00,0.00
CC(C)C=CCCCCF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26413,0.00,0.00,0.00
OCCNCCOCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24949,0.00,0.00,0.00
CCNCCCCNOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23619,0.00,0.00,0.00
COCCCc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22229,0.00,0.00,0.00
CCCCc1cnn(C)c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23036,0.00,0.00,0.00
CCNCCCc1ccc(C)o1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21699,0.00,0.00,0.00
CC=CCCCCCCCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26310,0.00,0.00,0.00
C=C(CC)NCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21481,0.00,0.00,0.00
C=CCNCCCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23443,0.00,0.00,0.00
CNNc1ccoc1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20323,0.00,0.00,0.00
Fc1[nH]ccc1CCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22557,0.00,0.00,0.00
C=CCCC=COC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24396,0.00,0.00,0.00
OCCCNCCOCC1CCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24605,0.00,0.00,0.00
CC=COCCCCNC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22994,0.00,0.00,0.00
C=C(CCC)CCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23768,0.00,0.00,0.00
CCCCCOn1cccn1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23840,0.00,0.00,0.00
C=C(C)CCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26177,0.00,0.00,0.00
CNCCCN(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23204,0.00,0.00,0.00
CCCCNN(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24310,0.00,0.00,0.00
CCCCCC#CN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21061,0.00,0.00,0.00
NCCn1cccn1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23919,0.00,0.00,0.00
CCNCCCc1ccoc1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22827,0.00,0.00,0.00
C=C(CCCCCO)COC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25805,0.00,0.00,0.00
C=CCCOCCCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27063,0.00,0.00,0.00
C=CCN(CC)CC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21361,0.00,0.00,0.00
OCCC1=CCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25322,0.00,0.00,0.00
C=C(O)CCCCOCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23009,0.00,0.00,0.00
NCCC=CC1CCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23943,0.00,0.00,0.00
CN(O)CCNCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24324,0.00,0.00,0.00
COCCNCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25631,0.00,0.00,0.00
CC=COCCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25092,0.00,0.00,0.00
CCNCCNN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20796,0.00,0.00,0.00
CCCCC=CCNO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24905,0.00,0.00,0.00
C=CCCCOCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26546,0.00,0.00,0.00
COCCCc1ncc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23407,0.00,0.00,0.00
N#COCCOCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23799,0.00,0.00,0.00
